vessel,carrier,voyage No.,service,POD,ETA,Berthing,Updatetime
 RUN CHANG (VRSV8),SAS, 2115E / 2115W,NA,OSA, 2021/07/30, 2021/07/30,2021/7/22 18:45
 A BOTE (3ERR4),SAS, 2126E / 2126W,NA,OSA, 2021/08/02, 2021/08/02,2021/7/22 18:45
 JOSCO XINGFU (BOFO4),SAS, 2120E / 2120W,NA,OSA, 2021/08/06, 2021/08/06,2021/7/22 18:45
 RUN CHANG (VRSV8),SAS, 2116E / 2116W,NA,OSA, 2021/08/06, 2021/08/06,2021/7/22 18:45
 BF CARP (5BFN4),SAS, 2107E / 2107W,NA,OBE, 2021/07/05 11:15, 2021/07/05 12:12,2021/7/22 18:45
 A BOTE (3ERR4),SAS, 2122E / 2122W,NA,OBE, 2021/07/07 06:05, 2021/07/07 07:20,2021/7/22 18:45
 RUN CHANG (VRSV8),SAS, 2113E / 2113W,NA,OBE, 2021/07/11 06:20, 2021/07/11 07:25,2021/7/22 18:46
 JOSCO XINGFU (BOFO4),SAS, 2118E / 2118W,NA,OBE, 2021/07/10 16:50, 2021/07/11 07:31,2021/7/22 18:46
 A BOTE (3ERR4),SAS, 2123E / 2123W,NA,OBE, 2021/07/14 19:30, 2021/07/14 22:02,2021/7/22 18:46
 VICTORY STAR (H9ZG),SAS, 2102E / 2102W,NA,OBE, 2021/07/15 14:25, 2021/07/15 15:12,2021/7/22 18:46
 BF CARP (5BFN4),SAS, 2108E / 2108W,NA,OBE, 2021/07/18 14:06, 2021/07/19 07:19,2021/7/22 18:46
 A BOTE (3ERR4),SAS, 2124E / 2124W,NA,OBE, 2021/07/23, 2021/07/23,2021/7/22 18:46
 RUN CHANG (VRSV8),SAS, 2114E / 2114W,NA,OBE, 2021/07/24, 2021/07/24,2021/7/22 18:46
 JOSCO XINGFU (BOFO4),SAS, 2119E / 2119W,NA,OBE, 2021/07/23 14:20, 2021/07/23 15:20,2021/7/22 18:46
 A BOTE (3ERR4),SAS, 2123E / 2123W,NA,OBE, 2021/07/14 19:30, 2021/07/14 22:02,2021/7/22 18:46
 VICTORY STAR (H9ZG),SAS, 2102E / 2102W,NA,OBE, 2021/07/15 14:25, 2021/07/15 15:12,2021/7/22 18:46
 BF CARP (5BFN4),SAS, 2108E / 2108W,NA,OBE, 2021/07/18 14:06, 2021/07/19 07:19,2021/7/22 18:46
 A BOTE (3ERR4),SAS, 2124E / 2124W,NA,OBE, 2021/07/23, 2021/07/23,2021/7/22 18:46
 RUN CHANG (VRSV8),SAS, 2114E / 2114W,NA,OBE, 2021/07/24, 2021/07/24,2021/7/22 18:46
 JOSCO XINGFU (BOFO4),SAS, 2119E / 2119W,NA,OBE, 2021/07/23 14:20, 2021/07/23 15:20,2021/7/22 18:46
 VICTORY STAR (H9ZG),SAS, 2103E / 2103W,NA,OBE, 2021/07/27, 2021/07/27,2021/7/22 18:46
 A BOTE (3ERR4),SAS, 2125E / 2125W,NA,OBE, 2021/07/29, 2021/07/29,2021/7/22 18:46
 BF CARP (5BFN4),SAS, 2109E / 2109W,NA,OBE, 2021/07/30, 2021/07/30,2021/7/22 18:46
 RUN CHANG (VRSV8),SAS, 2115E / 2115W,NA,OBE, 2021/07/30, 2021/07/30,2021/7/22 18:46
 BF CARP (5BFN4),SAS, 2108E / 2108W,NA,OBE, 2021/07/18 14:06, 2021/07/19 07:19,2021/7/22 18:46
 A BOTE (3ERR4),SAS, 2124E / 2124W,NA,OBE, 2021/07/23, 2021/07/23,2021/7/22 18:46
 RUN CHANG (VRSV8),SAS, 2114E / 2114W,NA,OBE, 2021/07/24, 2021/07/24,2021/7/22 18:46
 JOSCO XINGFU (BOFO4),SAS, 2119E / 2119W,NA,OBE, 2021/07/23 14:20, 2021/07/23 15:20,2021/7/22 18:46
 VICTORY STAR (H9ZG),SAS, 2103E / 2103W,NA,OBE, 2021/07/27, 2021/07/27,2021/7/22 18:46
 A BOTE (3ERR4),SAS, 2125E / 2125W,NA,OBE, 2021/07/29, 2021/07/29,2021/7/22 18:46
 BF CARP (5BFN4),SAS, 2109E / 2109W,NA,OBE, 2021/07/30, 2021/07/30,2021/7/22 18:46
 RUN CHANG (VRSV8),SAS, 2115E / 2115W,NA,OBE, 2021/07/30, 2021/07/30,2021/7/22 18:46
 A BOTE (3ERR4),SAS, 2126E / 2126W,NA,OBE, 2021/08/03, 2021/08/03,2021/7/22 18:46
 JOSCO XINGFU (BOFO4),SAS, 2120E / 2120W,NA,OBE, 2021/08/06, 2021/08/06,2021/7/22 18:46
 RUN CHANG (VRSV8),SAS, 2116E / 2116W,NA,OBE, 2021/08/06, 2021/08/06,2021/7/22 18:46
 CAPE FARO (WHL),WHL, N022 / E022, IA3,TYO, 2021/07/05 12:51, 2021/07/05 13:33,2021/7/22 18:46
 NYK DEMETER (ONE),WHL, / S096, JSM,TYO, 2021/07/06 07:02, 2021/07/06 07:47,2021/7/22 18:46
 WAN HAI 317 (WHL),WHL, N185 / S185, JTS,TYO, 2021/07/08 05:50, 2021/07/08 06:28,2021/7/22 18:46
 OOCL DALIAN (OOCL),WHL, N661 / S662, NS1,TYO, 2021/07/10 18:09, 2021/07/10 18:56,2021/7/22 18:46
 SEASPAN EMERALD (ONE),WHL, / S254, JSM,TYO, 2021/07/11 16:52, 2021/07/11 17:47,2021/7/22 18:46
 ISEACO HORIZON (WHL),WHL, N008 / S009, NS3,TYO, 2021/07/05 22:25, 2021/07/05 23:03,2021/7/22 18:47
 WAN HAI 172 (WHL),WHL, N345 / S345, JTT,TYO, 2021/07/06 21:09, 2021/07/06 21:44,2021/7/22 18:47
 EVER PEARL (EMC),WHL, N331 / S332, JH2,TYO, 2021/07/13 06:58, 2021/07/13 07:46,2021/7/22 18:47
 WAN HAI 267 (WHL),WHL, N320 / S321, JH2,TYO, 2021/07/14 22:12, 2021/07/14 22:46,2021/7/22 18:47
 WAN HAI 275 (WHL),WHL, N171 / S171, JTT,TYO, 2021/07/14 16:03, 2021/07/15 14:46,2021/7/22 18:47
 CARPATHIA (WHL),WHL, N024 / S025, NS3,TYO, 2021/07/16 07:18, 2021/07/16 11:34,2021/7/22 18:47
 WAN HAI 231 (WHL),WHL, N331 / S332, NS5,TYO, 2021/07/17 06:58, 2021/07/17 07:43,2021/7/22 18:47
 LANTAU BAY (WHL),WHL, N016 / S016, IA3,TYO, 2021/07/13 08:27, 2021/07/13 09:02,2021/7/22 18:47
 WAN HAI 306 (WHL),WHL, N308 / S308, JTS,TYO, 2021/07/13 23:13, 2021/07/13 23:56,2021/7/22 18:47
 INTERASIA FORWARD (IAL),WHL, N106 / S107, JCV,TYO, 2021/07/19 07:51, 2021/07/19 08:30,2021/7/22 18:47
 WAN HAI 315 (WHL),WHL, N200 / S200, JTS,TYO, 2021/07/20 09:43, 2021/07/20 10:24,2021/7/22 18:47
 WAN HAI 510 (WHL),WHL, N142 / S143, NS1,TYO, 2021/07/21 15:38, 2021/07/21 16:27,2021/7/22 18:47
 INTERASIA ADVANCE (IAL),WHL, N246 / S247, NS5,TYO, 2021/07/21 20:25, 2021/07/22 07:40,2021/7/22 18:47
 SUNRISE DRAGON (WHL),WHL, N057 / S058, JCV,TYO, 2021/07/22 17:30, 2021/07/23 08:00,2021/7/22 18:47
 BLANDINE (ONE),WHL, / S106, JSM,TYO, 2021/07/25 07:00, 2021/07/25 08:00,2021/7/22 18:47
 WAN HAI 272 (WHL),WHL, N158 / S158, JTT,TYO, 2021/07/21 14:30, 2021/07/22 07:49,2021/7/22 18:47
 SEASPAN EMINENCE (ONE),WHL, / S118, JSM,TYO, 2021/07/22 12:38, 2021/07/22 13:35,2021/7/22 18:47
 CHATTANOOGA (WHL),WHL, N010 / S011, IA3,TYO, 2021/07/27, 2021/07/27,2021/7/22 18:47
 WAN HAI 506 (IAL),WHL, N196 / S197, NS1,TYO, 2021/07/28, 2021/07/28,2021/7/22 18:47
 WAN HAI 263 (WHL),WHL, N315 / S316, JCV,TYO, 2021/07/29, 2021/07/29,2021/7/22 18:47
 WAN HAI 266 (WHL),WHL, N447 / S448, JH2,TYO, 2021/07/31, 2021/07/31,2021/7/22 18:47
 WAN HAI 261 (WHL),WHL, N317 / S318, NS5,TYO, 2021/07/27, 2021/07/27,2021/7/22 18:47
 WAN HAI 273 (WHL),WHL, N171 / S171, JTT,TYO, 2021/07/28, 2021/07/28,2021/7/22 18:47
 INTERASIA PROGRESS (IAL),WHL, N048 / S049, NS3,TYO, 2021/07/29, 2021/07/29,2021/7/22 18:47
 WAN HAI 323 (WHL),WHL, N008 / S008, JTS,TYO, 2021/07/31, 2021/07/31,2021/7/22 18:47
 EVER PEARL (EMC),WHL, N332 / S333, JH2,TYO, 2021/07/29 18:30, 2021/07/29 19:30,2021/7/22 18:47
 WAN HAI 317 (WHL),WHL, N186 / S186, JTS,TYO, 2021/08/02, 2021/08/02,2021/7/22 18:47
 WAN HAI 501 (WHL),WHL, N214 / S215, NS1,TYO, 2021/08/03, 2021/08/03,2021/7/22 18:48
 WAN HAI 267 (WHL),WHL, N321 / S322, JH2,TYO, 2021/08/04, 2021/08/04,2021/7/22 18:48
 INTERASIA FORWARD (IAL),WHL, N107 / S108, JCV,TYO, 2021/08/05, 2021/08/05,2021/7/22 18:48
 WAN HAI 266 (WHL),WHL, N448 / S449, JH2,TYO, 2021/08/07, 2021/08/07,2021/7/22 18:48
 WAN HAI 327 (WHL),WHL, N004 / S005, NS3,TYO, 2021/08/03, 2021/08/03,2021/7/22 18:48
 WAN HAI 172 (WHL),WHL, N346 / S346, JTT,TYO, 2021/08/04, 2021/08/04,2021/7/22 18:48
 NYK DEMETER (ONE),WHL, / S097, JSM,TYO, 2021/08/05 18:00, 2021/08/05 19:00,2021/7/22 18:48
 OOCL DALIAN (OOCL),WHL, N662 / S663, NS1,TYO, 2021/08/07, 2021/08/07,2021/7/22 18:48
 WAN HAI 287 (WHL),WHL, N001 / S002, NS5,TYO, 2021/08/04, 2021/08/04,2021/7/22 18:48
 ISEACO HORIZON (WHL),WHL, N008 / S009, NS3,YOK, 2021/07/06 22:20, 2021/07/06 23:00,2021/7/22 18:48
 NYK DEMETER (ONE),WHL, / S096, JSM,YOK, 2021/07/07 06:55, 2021/07/07 07:55,2021/7/22 18:48
 CAPE FARO (WHL),WHL, N022 / E022, IA3,YOK, 2021/07/07 20:01, 2021/07/08 08:15,2021/7/22 18:48
 OOCL DALIAN (OOCL),WHL, N661 / S662, NS1,YOK, 2021/07/09 18:45, 2021/07/09 19:40,2021/7/22 18:48
 WAN HAI 172 (WHL),WHL, N345 / S345, JTT,YOK, 2021/07/07 17:40, 2021/07/07 18:20,2021/7/22 18:48
 SEASPAN EMERALD (ONE),WHL, / S254, JSM,YOK, 2021/07/12 18:05, 2021/07/12 19:05,2021/7/22 18:48
 EVER PEARL (EMC),WHL, N331 / S332, JH2,YOK, 2021/07/13 17:55, 2021/07/13 18:45,2021/7/22 18:48
 LANTAU BAY (WHL),WHL, N016 / S016, IA3,YOK, 2021/07/14 00:05, 2021/07/14 00:42,2021/7/22 18:48
 CARPATHIA (WHL),WHL, N024 / S025, NS3,YOK, 2021/07/15 11:40, 2021/07/15 12:30,2021/7/22 18:48
 WAN HAI 275 (WHL),WHL, N171 / S171, JTT,YOK, 2021/07/16 12:15, 2021/07/16 13:10,2021/7/22 18:48
 WAN HAI 267 (WHL),WHL, N320 / S321, JH2,YOK, 2021/07/14 12:20, 2021/07/14 13:00,2021/7/22 18:48
 WAN HAI 306 (WHL),WHL, N308 / S308, JTS,YOK, 2021/07/14 22:10, 2021/07/14 23:00,2021/7/22 18:48
 WAN HAI 231 (WHL),WHL, N331 / S332, NS5,YOK, 2021/07/19 07:25, 2021/07/19 08:10,2021/7/22 18:48
 INTERASIA FORWARD (IAL),WHL, N106 / S107, JCV,YOK, 2021/07/20 07:10, 2021/07/20 08:30,2021/7/22 18:48
 SEASPAN EMINENCE (ONE),WHL, / S118, JSM,YOK, 2021/07/21 12:10, 2021/07/21 13:00,2021/7/22 18:48
 SUNRISE DRAGON (WHL),WHL, N057 / S058, JCV,YOK, 2021/07/22 08:00, 2021/07/22 08:35,2021/7/22 18:48
 WAN HAI 272 (WHL),WHL, N158 / S158, JTT,YOK, 2021/07/23 00:30, 2021/07/23 01:30,2021/7/22 18:48
 WAN HAI 510 (WHL),WHL, N142 / S143, NS1,YOK, 2021/07/20 11:12, 2021/07/20 19:00,2021/7/22 18:48
 WAN HAI 315 (WHL),WHL, N200 / S200, JTS,YOK, 2021/07/21 14:40, 2021/07/21 15:30,2021/7/22 18:48
 INTERASIA ADVANCE (IAL),WHL, N246 / S247, NS5,YOK, 2021/07/23 20:30, 2021/07/23 21:30,2021/7/22 18:49
 CHATTANOOGA (WHL),WHL, N010 / S011, IA3,YOK, 2021/07/26 06:30, 2021/07/26 07:30,2021/7/22 18:49
 WAN HAI 506 (IAL),WHL, N196 / S197, NS1,YOK, 2021/07/28, 2021/07/28,2021/7/22 18:49
 WAN HAI 273 (WHL),WHL, N171 / S171, JTT,YOK, 2021/07/29, 2021/07/29,2021/7/22 18:49
 INTERASIA PROGRESS (IAL),WHL, N048 / S049, NS3,YOK, 2021/07/30, 2021/07/30,2021/7/22 18:49
 WAN HAI 323 (WHL),WHL, N008 / S008, JTS,YOK, 2021/08/01, 2021/08/01,2021/7/22 18:49
 BLANDINE (ONE),WHL, / S106, JSM,YOK, 2021/07/26 06:45, 2021/07/26 07:45,2021/7/22 18:49
 EVER PEARL (EMC),WHL, N332 / S333, JH2,YOK, 2021/07/29 07:00, 2021/07/29 08:00,2021/7/22 18:49
 WAN HAI 263 (WHL),WHL, N315 / S316, JCV,YOK, 2021/07/30, 2021/07/30,2021/7/22 18:49
 WAN HAI 261 (WHL),WHL, N317 / S318, NS5,YOK, 2021/07/26 19:30, 2021/07/26 20:30,2021/7/22 18:49
 WAN HAI 266 (WHL),WHL, N447 / S448, JH2,YOK, 2021/07/30, 2021/07/30,2021/7/22 18:49
 WAN HAI 501 (WHL),WHL, N214 / S215, NS1,YOK, 2021/08/02, 2021/08/02,2021/7/22 18:49
 WAN HAI 267 (WHL),WHL, N321 / S322, JH2,YOK, 2021/08/03, 2021/08/03,2021/7/22 18:49
 WAN HAI 327 (WHL),WHL, N004 / S005, NS3,YOK, 2021/08/04, 2021/08/04,2021/7/22 18:49
 WAN HAI 287 (WHL),WHL, N001 / S002, NS5,YOK, 2021/08/05, 2021/08/05,2021/7/22 18:49
 OOCL DALIAN (OOCL),WHL, N662 / S663, NS1,YOK, 2021/08/06, 2021/08/06,2021/7/22 18:49
 WAN HAI 266 (WHL),WHL, N448 / S449, JH2,YOK, 2021/08/07, 2021/08/07,2021/7/22 18:49
 WAN HAI 317 (WHL),WHL, N186 / S186, JTS,YOK, 2021/08/03, 2021/08/03,2021/7/22 18:49
 WAN HAI 172 (WHL),WHL, N346 / S346, JTT,YOK, 2021/08/05, 2021/08/05,2021/7/22 18:49
 INTERASIA FORWARD (IAL),WHL, N107 / S108, JCV,YOK, 2021/08/06, 2021/08/06,2021/7/22 18:49
 NYK DEMETER (ONE),WHL, / S097, JSM,YOK, 2021/08/06 18:00, 2021/08/06 19:00,2021/7/22 18:49
 NYK DIANA (ONE),WHL, / S097, JSM,NGO, 2021/07/06 19:20, 2021/07/06 20:55,2021/7/22 18:49
 ISEACO HORIZON (WHL),WHL, N008 / S009, NS3,NGO, 2021/07/08 06:40, 2021/07/08 07:55,2021/7/22 18:49
 WAN HAI 172 (WHL),WHL, N345 / S345, JTT,NGO, 2021/07/09 09:45, 2021/07/09 10:55,2021/7/22 18:49
 WAN HAI 317 (WHL),WHL, N185 / S185, JTS,NGO, 2021/07/11 01:25, 2021/07/11 02:50,2021/7/22 18:49
 OOCL DALIAN (OOCL),WHL, N661 / S662, NS1,NGO, 2021/07/08 06:55, 2021/07/08 08:10,2021/7/22 18:49
 MOL SPARKLE (ONE),WHL, / S132, JTV2,NGO, 2021/07/09 14:20, 2021/07/09 15:40,2021/7/22 18:49
 NYK DEMETER (ONE),WHL, / S096, JSM,NGO, 2021/07/11 06:30, 2021/07/11 08:00,2021/7/22 18:50
 SEASPAN EMERALD (ONE),WHL, / S254, JSM,NGO, 2021/07/14 19:55, 2021/07/14 21:25,2021/7/22 18:50
 NYK JOANNA (ONE),WHL, / S153, JTV2,NGO, 2021/07/16 23:45, 2021/07/17 01:00,2021/7/22 18:50
 WAN HAI 275 (WHL),WHL, N171 / S171, JTT,NGO, 2021/07/18 06:20, 2021/07/18 07:35,2021/7/22 18:50
 WAN HAI 306 (WHL),WHL, N308 / S308, JTS,NGO, 2021/07/17 11:50, 2021/07/17 13:00,2021/7/22 18:50
 CARPATHIA (WHL),WHL, N024 / S025, NS3,NGO, 2021/07/17 13:00, 2021/07/17 14:55,2021/7/22 18:50
 WAN HAI 510 (WHL),WHL, N142 / S143, NS1,NGO, 2021/07/19 10:25, 2021/07/19 11:50,2021/7/22 18:50
 WAN HAI 315 (WHL),WHL, N200 / S200, JTS,NGO, 2021/07/23 07:00, 2021/07/23 08:00,2021/7/22 18:50
 WAN HAI 272 (WHL),WHL, N158 / S158, JTT,NGO, 2021/07/24 08:00, 2021/07/24 09:00,2021/7/22 18:50
 NYK SILVIA (ONE),WHL, / S554, JTV2,NGO, 2021/07/23 15:50, 2021/07/23 16:50,2021/7/22 18:50
 SEASPAN EMINENCE (ONE),WHL, / S118, JSM,NGO, 2021/07/24 12:30, 2021/07/24 13:30,2021/7/22 18:50
 WAN HAI 506 (IAL),WHL, N196 / S197, NS1,NGO, 2021/07/27, 2021/07/27,2021/7/22 18:50
 BLANDINE (ONE),WHL, / S106, JSM,NGO, 2021/07/28 01:00, 2021/07/28 02:00,2021/7/22 18:50
 WAN HAI 501 (WHL),WHL, N214 / S215, NS1,NGO, --OMIT--, --OMIT--,2021/7/22 18:50
 MOL SPARKLE (ONE),WHL, / S133, JTV2,NGO, 2021/07/30 21:00, 2021/07/30 22:00,2021/7/22 18:50
 INTERASIA PROGRESS (IAL),WHL, N048 / S049, NS3,NGO, 2021/07/31, 2021/07/31,2021/7/22 18:50
 WAN HAI 273 (WHL),WHL, N171 / S171, JTT,NGO, 2021/07/31, 2021/07/31,2021/7/22 18:50
 WAN HAI 323 (WHL),WHL, N008 / S008, JTS,NGO, 2021/08/03, 2021/08/03,2021/7/22 18:50
 WAN HAI 317 (WHL),WHL, N186 / S186, JTS,NGO, 2021/08/05, 2021/08/05,2021/7/22 18:50
 WAN HAI 327 (WHL),WHL, N004 / S005, NS3,NGO, 2021/08/06, 2021/08/06,2021/7/22 18:50
 WAN HAI 172 (WHL),WHL, N346 / S346, JTT,NGO, 2021/08/07, 2021/08/07,2021/7/22 18:50
 NYK DEMETER (ONE),WHL, / S097, JSM,NGO, 2021/08/08 07:00, 2021/08/08 08:00,2021/7/22 18:50
 OOCL DALIAN (OOCL),WHL, N662 / S663, NS1,NGO, 2021/08/05, 2021/08/05,2021/7/22 18:50
 NYK JOANNA (ONE),WHL, / S154, JTV2,NGO, 2021/08/06 21:00, 2021/08/06 22:00,2021/7/22 18:50
 WAN HAI 171 (WHL),WHL, N302 / S302, JST,OSA, 2021/07/05 06:56, 2021/07/05 07:31,2021/7/22 18:50
 WAN HAI 281 (WHL),WHL, N187 / S187, JTH,OSA, 2021/07/07 10:49, 2021/07/07 11:18,2021/7/22 18:50
 KUO LONG (CNC),WHL, / S164, JTX,OSA, 2021/07/09 07:15, 2021/07/09 07:58,2021/7/22 18:50
 EVER PEARL (EMC),WHL, N331 / S332, JH2,OSA, 2021/07/10 17:51, 2021/07/10 18:25,2021/7/22 18:51
 OOCL DALIAN (OOCL),WHL, N661 / S662, NS1,OSA, 2021/07/05 11:58, 2021/07/05 12:45,2021/7/22 18:51
 MOL SPARKLE (ONE),WHL, / S132, JTV2,OSA, 2021/07/07 13:48, 2021/07/07 14:50,2021/7/22 18:51
 ISEACO HORIZON (WHL),WHL, N008 / S009, NS3,OSA, 2021/07/09 11:03, 2021/07/09 11:40,2021/7/22 18:51
 EVER CALM (EMC),WHL, / S028, NSA,OSA, 2021/07/09 12:04, 2021/07/09 12:40,2021/7/22 18:51
 WAN HAI 267 (WHL),WHL, N320 / S321, JH2,OSA, 2021/07/12 07:09, 2021/07/12 07:49,2021/7/22 18:51
 WAN HAI 102 (WHL),WHL, W232 / S233, JSH,OSA, 2021/07/13 09:40, 2021/07/13 10:26,2021/7/22 18:51
 WAN HAI 265 (WHL),WHL, N332 / S332, JSV,OSA, 2021/07/14 06:42, 2021/07/14 07:28,2021/7/22 18:51
 WAN HAI 271 (WHL),WHL, N172 / S172, JSV,OSA, 2021/07/15 11:42, 2021/07/15 12:25,2021/7/22 18:51
 WAN HAI 510 (WHL),WHL, N142 / S143, NS1,OSA, 2021/07/16 18:13, 2021/07/16 18:55,2021/7/22 18:51
 EVER CORE (EMC),WHL, / S024, NSA,OSA, 2021/07/17 17:56, 2021/07/17 18:40,2021/7/22 18:51
 CARPATHIA (WHL),WHL, N024 / S025, NS3,OSA, 2021/07/18 11:58, 2021/07/18 12:44,2021/7/22 18:51
 NYK JOANNA (ONE),WHL, / S153, JTV2,OSA, 2021/07/14 13:44, 2021/07/14 14:37,2021/7/22 18:51
 HORAI BRIDGE (WHL),WHL, N123 / S123, JST,OSA, 2021/07/14 19:15, 2021/07/14 19:55,2021/7/22 18:51
 WHITE DRAGON (WHL),WHL, N049 / S049, JST,OSA, --OMIT--, --OMIT--,2021/7/22 18:51
 EVER CHEER (EMC),WHL, N025 / S025, JTH,OSA, 2021/07/20 10:05, 2021/07/20 12:24,2021/7/22 18:51
 NYK SILVIA (ONE),WHL, / S554, JTV2,OSA, 2021/07/21 13:58, 2021/07/21 15:05,2021/7/22 18:51
 WAN HAI 281 (WHL),WHL, N188 / S188, JTH,OSA, 2021/07/24 07:00, 2021/07/24 08:00,2021/7/22 18:51
 KUO LIN (CNC),WHL, / S164, JTX,OSA, 2021/07/25 12:00, 2021/07/25 13:00,2021/7/22 18:51
 GUANGZHOU TRADER (CNC),WHL, / S164, JTX,OSA, 2021/07/19 07:24, 2021/07/19 08:05,2021/7/22 18:51
 GREEN CLARITY (EMC),WHL, / S031, NSA,OSA, 2021/07/20 21:59, 2021/07/20 22:44,2021/7/22 18:51
 WAN HAI 101 (WHL),WHL, W208 / S209, JSH,OSA, 2021/07/20 12:54, 2021/07/21 17:20,2021/7/22 18:51
 WAN HAI 506 (IAL),WHL, N196 / S197, NS1,OSA, 2021/07/24 16:00, 2021/07/24 17:00,2021/7/22 18:51
 EVER PEARL (EMC),WHL, N332 / S333, JH2,OSA, 2021/07/26 17:00, 2021/07/26 18:00,2021/7/22 18:51
 BOX ENDURANCE (WHL),WHL, N042 / S042, JST,OSA, 2021/07/27, 2021/07/27,2021/7/22 18:51
 CNC BANGKOK (CNC),WHL, / S165, JTX,OSA, 2021/07/28, 2021/07/28,2021/7/22 18:51
 WAN HAI 102 (WHL),WHL, W233 / S234, JSH,OSA, 2021/07/29, 2021/07/29,2021/7/22 18:51
 WAN HAI 173 (WHL),WHL, N061 / S061, JSV,OSA, 2021/07/30, 2021/07/30,2021/7/22 18:51
 WAN HAI 501 (WHL),WHL, N214 / S215, NS1,OSA, 2021/07/31, 2021/07/31,2021/7/22 18:52
 EVER CHEER (EMC),WHL, N026 / S026, JTH,OSA, 2021/08/01, 2021/08/01,2021/7/22 18:52
 WAN HAI 266 (WHL),WHL, N447 / S448, JH2,OSA, 2021/07/27, 2021/07/27,2021/7/22 18:52
 MOL SPARKLE (ONE),WHL, / S133, JTV2,OSA, 2021/07/28 17:00, 2021/07/28 18:00,2021/7/22 18:52
 INTERASIA PROGRESS (IAL),WHL, N048 / S049, NS3,OSA, 2021/07/31, 2021/07/31,2021/7/22 18:52
 WAN HAI 267 (WHL),WHL, N321 / S322, JH2,OSA, 2021/08/01, 2021/08/01,2021/7/22 18:52
 A KIBO (EMC),WHL, / S012, NSA,OSA, 2021/07/27 14:00, 2021/07/27 15:00,2021/7/22 18:52
 WAN HAI 171 (WHL),WHL, N303 / S303, JST,OSA, 2021/08/02, 2021/08/02,2021/7/22 18:52
 EVER CALM (EMC),WHL, / S029, NSA,OSA, 2021/08/03, 2021/08/03,2021/7/22 18:52
 WAN HAI 266 (WHL),WHL, N448 / S449, JH2,OSA, 2021/08/04, 2021/08/04,2021/7/22 18:52
 WAN HAI 101 (WHL),WHL, W209 / S210, JSH,OSA, 2021/08/05, 2021/08/05,2021/7/22 18:52
 CNC SATURN (CNC),WHL, / S165, JTX,OSA, 2021/08/06, 2021/08/06,2021/7/22 18:52
 EVER CORE (EMC),WHL, / S025, NSA,OSA, 2021/08/07, 2021/08/07,2021/7/22 18:52
 OOCL DALIAN (OOCL),WHL, N662 / S663, NS1,OSA, 2021/08/02, 2021/08/02,2021/7/22 18:52
 WAN HAI 265 (WHL),WHL, N333 / S333, JSV,OSA, 2021/08/03, 2021/08/03,2021/7/22 18:52
 KUO LONG (CNC),WHL, / S165, JTX,OSA, 2021/08/04, 2021/08/04,2021/7/22 18:52
 WAN HAI 327 (WHL),WHL, N004 / S005, NS3,OSA, 2021/08/07, 2021/08/07,2021/7/22 18:52
 WAN HAI 281 (WHL),WHL, N189 / S189, JTH,OSA, 2021/08/04, 2021/08/04,2021/7/22 18:52
 NYK JOANNA (ONE),WHL, / S154, JTV2,OSA, 2021/08/04 17:00, 2021/08/04 18:00,2021/7/22 18:52
 WAN HAI 171 (WHL),WHL, N302 / S302, JST,OBE, 2021/07/05 18:05, 2021/07/05 19:03,2021/7/22 18:52
 OOCL DALIAN (OOCL),WHL, N661 / S662, NS1,OBE, 2021/07/06 16:30, 2021/07/06 17:28,2021/7/22 18:52
 WAN HAI 281 (WHL),WHL, N187 / S187, JTH,OBE, 2021/07/08 06:40, 2021/07/08 07:32,2021/7/22 18:52
 NYK DEMETER (ONE),WHL, / S096, JSM,OBE, 2021/07/09 06:45, 2021/07/09 07:50,2021/7/22 18:52
 EVER CALM (EMC),WHL, / S028, NSA,OBE, 2021/07/10 06:45, 2021/07/10 07:33,2021/7/22 18:52
 EVER PEARL (EMC),WHL, N331 / S332, JH2,OBE, 2021/07/11 06:35, 2021/07/11 07:31,2021/7/22 18:52
 NYK DIANA (ONE),WHL, / S097, JSM,OBE, 2021/07/08 06:50, 2021/07/08 07:48,2021/7/22 18:52
 KUO LONG (CNC),WHL, / S164, JTX,OBE, 2021/07/09 18:20, 2021/07/09 19:24,2021/7/22 18:52
 MOL SPARKLE (ONE),WHL, / S132, JTV2,OBE, 2021/07/08 06:55, 2021/07/08 08:06,2021/7/22 18:52
 ISEACO HORIZON (WHL),WHL, N008 / S009, NS3,OBE, 2021/07/09 19:20, 2021/07/09 19:57,2021/7/22 18:53
 HORAI BRIDGE (WHL),WHL, N123 / S123, JST,OBE, --OMIT--, --OMIT--,2021/7/22 18:53
 WAN HAI 265 (WHL),WHL, N332 / S332, JSV,OBE, 2021/07/13 18:00, 2021/07/13 19:02,2021/7/22 18:53
 NYK JOANNA (ONE),WHL, / S153, JTV2,OBE, 2021/07/15 06:50, 2021/07/15 07:47,2021/7/22 18:53
 SEASPAN EMERALD (ONE),WHL, / S254, JSM,OBE, 2021/07/16 06:35, 2021/07/16 07:34,2021/7/22 18:53
 WAN HAI 510 (WHL),WHL, N142 / S143, NS1,OBE, 2021/07/18 07:05, 2021/07/18 08:05,2021/7/22 18:53
 WAN HAI 267 (WHL),WHL, N320 / S321, JH2,OBE, 2021/07/12 17:35, 2021/07/12 18:23,2021/7/22 18:53
 WAN HAI 271 (WHL),WHL, N172 / S172, JSV,OBE, 2021/07/15 20:25, 2021/07/15 21:15,2021/7/22 18:53
